mx,my,mz
4843,-2160,6849
4843,-2160,6849
4843,-2160,6849
4843,-2160,6849
4843,-2160,6849
4891,-2760,5362
4891,-2760,5362
4600,-2633,4688
4600,-2633,4688
4600,-2633,4688
4600,-2633,4688
4600,-2633,4688
4600,-2633,4688
4600,-2633,4688
4600,-2633,4688
4600,-2633,4688
4123,-2518,4030
4123,-2518,4030
4123,-2518,4030
4123,-2518,4030
4123,-2518,4030
4123,-2518,4030
4123,-2518,4030
4123,-2518,4030
4123,-2518,4030
3773,-2681,3709
3773,-2681,3709
3773,-2681,3709
3773,-2681,3709
3773,-2681,3709
3773,-2681,3709
3773,-2681,3709
3773,-2681,3709
3653,-3065,3577
3653,-3065,3577
3653,-3065,3577
3653,-3065,3577
3653,-3065,3577
3653,-3065,3577
3653,-3065,3577
3935,-3150,3774
3935,-3150,3774
3935,-3150,3774
4397,-3243,4282
4397,-3243,4282
4397,-3243,4282
4397,-3243,4282
4397,-3243,4282
4397,-3243,4282
4397,-3243,4282
4397,-3243,4282
4397,-3243,4282
4746,-3309,4875
4746,-3309,4875
4746,-3309,4875
4746,-3309,4875
4746,-3309,4875
4746,-3309,4875
4746,-3309,4875
4746,-3309,4875
4746,-3309,4875
4999,-3334,5760
4999,-3334,5760
4999,-3334,5760
4999,-3334,5760
4999,-3334,5760
4999,-3334,5760
4999,-3334,5760
4999,-3334,5760
4999,-3334,5760
4967,-3516,6985
4967,-3516,6985
4967,-3516,6985
4967,-3516,6985
4967,-3516,6985
4967,-3516,6985
4967,-3516,6985
4967,-3516,6985
4967,-3516,6985
4552,-3649,7943
4552,-3649,7943
4552,-3649,7943
5003,-2624,6556
5003,-2624,6556
5003,-2624,6556
5003,-2624,6556
5003,-2624,6556
5003,-2571,5865
4983,-2571,5865
4983,-2571,5865
4983,-2571,5865
4983,-2571,5865
4983,-2571,5865
4983,-2571,5865
4983,-2571,5865
4778,-2320,5242
4778,-2320,5242
4778,-2320,5242
4778,-2320,5242
4778,-2320,5242
4778,-2320,5242
4778,-2320,5242
4778,-2320,5242
4778,-2320,5242
4591,-2051,4965
4591,-2051,4965
4591,-2051,4965
4591,-2051,4965
4591,-2051,4965
4591,-2051,4965
4591,-2051,4965
4591,-2051,4965
4591,-2051,4965
4536,-1778,5172
4536,-1778,5172
4536,-1778,5172
4536,-1778,5172
4597,-1642,5636
4597,-1642,5636
5029,-3775,6632
5029,-3775,6632
5029,-3775,6632
5029,-3775,6632
5029,-3775,6632
5015,-3636,6917
5015,-3636,6917
5015,-3636,6917
5015,-3636,6917
4894,-3372,7418
4894,-3372,7418
4894,-3372,7418
4894,-3372,7418
4894,-3372,7418
4894,-3372,7418
4894,-3372,7418
4894,-3372,7418
4894,-3372,7418
4668,-2710,7754
4668,-2710,7754
4668,-2710,7754
4668,-2710,7754
4668,-2710,7754
4668,-2710,7754
4668,-2710,7754
4668,-2710,7754
4668,-2710,7754
4275,-1128,6085
4275,-1128,6085
4275,-1128,6085
4275,-1128,6085
4363,-1249,5825
4363,-1249,5825
4363,-1249,5825
4363,-1249,5825
4363,-1249,5825
4363,-1249,5825
4363,-1249,5825
4363,-1249,5825
4363,-1249,5825
4536,-1324,5968
4536,-1324,5968
4536,-1324,5968
4536,-1324,5968
4582,-1399,6112
4582,-1399,6112
4582,-1399,6112
4668,-1532,6060
4668,-1532,6060
4668,-1532,6060
4668,-1532,6060
4668,-1532,6060
4668,-1532,6060
4668,-1532,6060
4668,-1532,6060
4668,-1532,6060
4798,-1797,6060
4798,-1797,6060
4798,-1797,6060
4798,-1797,6060
4798,-1797,6060
4918,-4291,6397
4819,-3836,7305
4819,-3836,7305
4819,-3836,7305
4819,-3836,7305
4034,-2776,8737
